"","x"
"308",0.00167100139253781
"309",0.00101242872842166
"310",0.000235999270353169
"311",0.000429232291043001
"312",0.000853438455712777
"313",0.00030748090626542
"314",0.000326193349122886
"315",4.85578042182159e-05
"316",0.000417255397594575
"317",9.33207553754938e-07
"318",4.13471972895455e-05
"319",2.20306986189154e-05
"320",1.71926772340029e-06
"321",2.88193012385419e-05
"322",7.88901267382639e-05
"323",0.000168489266419331
"324",2.35725290863571e-05
"325",4.5734456706679e-07
"326",3.20983464582569e-07
"327",1.66250938856584e-05
"328",0.000226136515513804
"329",0.000405765466437216
"330",0.000304503807327469
"331",0.000374729326532894
"332",0.000322112840231468
"333",0.000532842043275932
"334",2.23635497803395e-07
"335",5.77324800091704e-05
"336",1.45196416224483e-05
"337",2.42018440377254e-05
"338",3.47717103391525e-05
"339",0.000126530566818408
"340",0.000251698817540934
"341",0.00037639557678323
"342",0.000296681941386466
"343",0.00577908336379837
"344",0.000648943925142892
"345",0.000332326479029235
"346",9.79738863636184e-05
"347",0.000637835496701573
"348",0.000465291164086677
"349",0.000744426563931693
"350",0.00222646539841099
"351",0.000606701239919526
"352",0.00198940224675606
"353",0.000458000948467245
"354",0.0058269979062189
"355",0.00320866255426595
"356",0.00344689637336933
"357",0.000539083661168603
"358",0.000184478505281806
"359",4.54155532323829e-05
"360",0.000955338026748912
"361",0.000565264126024703
"362",6.55765126092567e-05
"363",0.000804181952290236
"364",0.00198540382895754
"365",0.0728425991622068
"366",0.0690171133041879
"367",0.00395980835529307
"368",0.0428595072568959
"369",0.148598091801172
"370",0.0565765587157581
"371",0.0456478218097726
"372",0.0393923450778392
"373",0.100969401721129
"374",0.00771006749383976
"375",0.0300871523921868
"376",0.00932822516788821
"377",0.000953627924987312
"378",0.00338021301725813
"379",0.000621350684229534
"380",0.00238405963598621
"381",0.0342703046732261
"382",0.00337764249440458
"383",0.000239338185533519
"384",3.37670526024763e-05
"385",0.00281015275197679
"386",6.40955938621337e-05
"387",0.0019722323914423
"388",0.000324309254141769
"389",0.00113142405659456
"390",0.000380823637124508
"391",0.00021096135363573
"392",0.00156133048096793
"393",2.34904510447125e-06
"394",0.00180348089518252
"395",0.00119760672922804
"396",0.002352127702913
"397",0.00246743650610033
"398",0.00278716916847194
"399",0.000456568771328623
"400",0.00162816694797329
"401",0.00355925822951774
"402",0.0054970069861324
"403",0.00173148864083391
"404",0.00170513843270133
"405",0.000225965789882382
"406",0.0077569330328321
"407",0.00192978763504293
"408",0.00384498781108188
"409",0.000969446806275094
"410",0.00440627516973945
"411",2.13418689092205e-05
"412",8.01530509422402e-06
"413",0.0537577432355258
"414",0.00218749900319335
"415",0.0373813049797932
"416",0.00080816995786241
"417",0.00513565413890573
"418",0.0010483566763054
"419",0.00697548597056229
"420",0.00454953569442647
"421",0.000311154635650963
"422",0.000601232982160924
"423",0.000253997966000722
"424",7.60335543361239e-06
"425",0.00145900479722604
"426",0.000310412528258781
"427",0.00541323342752468
"428",0.00232322921282512
"429",0.000844240229112132
"430",0.00129260277228117
"431",0.00136816236366324
"432",0.00242360738311754
"433",0.00314909780467034
"434",0.000643718587056387
"435",0.00139585804591702
"436",9.82025071592383e-08
"437",0.00278414557870499
"438",1.91874407233651e-06
"439",0.00176681245225511
"440",4.04664300672098e-06
"441",0.0003311154111644
"442",2.17470059150814e-06
"443",6.44403832309864e-06
"444",0.000397578993774067
"445",2.06488329139209e-05
"446",3.700971799767e-06
"447",0.000354360537054133
"448",0.00159905608101313
"449",0.000544920015857001
"450",0.000719426712321265
"451",0.00143904766296977
"452",0.00096690785584678
"453",0.00031530726275308
"454",0.00206910673897398
"455",1.96939127944397e-05
"456",0.000343990070002802
"457",2.45020525959133e-08
"458",5.42149403356283e-05
"459",0.000216396129590191
"460",0.00011913593042957
"461",0.000379629149453123
"462",0.000355400855187131
"463",4.3185850101007e-06
"464",0.00033999140080334
"465",5.46902480002907e-05
"466",0.000202379248563743
"467",0.00292720699138604
"468",0.000285111546949252
"469",0.000221466653323169
"470",0.000129826284816415
"471",4.15255792080994e-06
"472",0.000882938120152822
"473",3.42353004016461e-05
"474",0.00108525785335089
"475",0.000376691340957152
"476",0.000566467419718343
"477",0.000892605902141274
"478",1.19258948312126e-05
"479",0.000897503636575487
"480",1.00589952453606e-05
"481",1.72092109069494e-05
"482",0.000997243185512558
"483",0.00121127644586251
"484",4.74107652337788e-05
"485",8.34504730283575e-05
"486",7.51954029740892e-05
"487",1.74560043045004e-05
"488",3.4875994595225e-05
"489",0.00331560785503142
"490",0.000454147542733348
"491",0.0065353690189834
"492",7.42348447543705e-06
"493",0.00537298673141211
"494",5.28123530994409e-05
"495",0.000480083581507009
"496",0.00127101040744538
"497",0.00150174206505355
"498",1.8944989260603e-05
"499",3.597858362344e-07
"500",3.56325575599756e-05
"501",0.000400816194582966
"502",8.62097957846557e-05
"503",0.000215373221073617
"504",0.00121827022953955
"505",0.00133708612046607
"506",0.00780670099630453
